Date,axe,mois,jour_sem,semaine,nb_arrets_total,duree_totale_h,duree_max_h,taux_disponibilite,ratio_arret_anomalie,roll_3j_nb_arrets,roll_7j_nb_arrets,roll_3j_duree,roll_7j_duree,roll_7j_nb_anomalie,pente_arrets_3j,duree_depuis_last_arret,duree_depuis_last_anomalie,cumul_arrets_7j,heure_sin,heure_cos,mois_sin,mois_cos,est_weekend,axe_encoded,nb_arrets_anomalie,duree_anomalie_h,nb_epuisement,nb_rupture,nb_defaut_elec,nb_defaut_mec,gravite_max,nb_arrets_critiques,label
2025-10-21,1,10,1,43,7.0,2.7499999999999982,0.5833333333333339,0.8854166666666667,0.0,2.3333333333333335,1.8571428571428572,0.9166666666666682,1.0476190476190477,0.0,3.500000000000001,0.0,20.0,13.0,-0.9789183458976486,-0.2042519817896798,-0.8660254037844386,0.5000000000000001,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-10-22,1,10,2,43,7.0,28.75,24.0,0.0,0.7142857142857143,4.666666666666667,2.857142857142857,10.500000000000002,5.154761904761905,5.0,3.5000000000000004,0.0,0.0,20.0,0.7026854507546689,0.7115006375947303,-0.8660254037844386,0.5000000000000001,0,1,5.0,27.25,3.0,0.0,2.0,0.0,3.0,3.0,1
2025-10-23,1,10,3,43,6.0,15.666666666666663,10.583333333333332,0.34722222222222243,0.5,6.666666666666667,3.7142857142857144,15.722222222222221,7.392857142857143,8.0,-0.4999999999999986,0.0,0.0,26.0,-0.4093923145260929,-0.912358445353014,-0.8660254037844386,0.5000000000000001,0,1,3.0,13.166666666666664,3.0,0.0,0.0,0.0,2.0,2.0,1
2025-10-24,1,10,4,43,4.0,2.9166666666666656,1.9999999999999996,0.8784722222222223,0.0,5.666666666666667,4.142857142857143,15.777777777777777,7.666666666666666,8.0,-1.4999999999999998,0.0,1.0,29.0,-0.8632854592078187,-0.5047159754954716,-0.8660254037844386,0.5000000000000001,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-10-25,1,10,5,43,4.0,26.666666666666664,24.0,0.0,0.25,4.666666666666667,4.0,15.083333333333334,10.964285714285714,9.0,-0.9999999999999996,0.0,0.0,28.0,0.9259529948474832,0.37763878420122154,-0.8660254037844386,0.5000000000000001,1,1,1.0,2.083333333333333,1.0,0.0,0.0,0.0,2.0,1.0,1
2025-10-26,1,10,6,43,2.0,1.9999999999999996,1.7500000000000004,0.9166666666666667,0.0,3.3333333333333335,4.285714285714286,10.527777777777777,11.249999999999998,9.0,-1.0000000000000007,0.0,1.0,30.0,-0.8968727415326883,-0.44228869021900136,-0.8660254037844386,0.5000000000000001,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-10-27,1,10,0,44,6.0,10.916666666666668,7.500000000000002,0.5451388888888888,0.16666666666666666,4.0,5.142857142857143,13.194444444444445,12.809523809523808,10.0,1.0000000000000009,0.0,0.0,36.0,0.9996760970536633,0.025449970128760258,-0.8660254037844386,0.5000000000000001,0,1,1.0,7.500000000000002,1.0,0.0,0.0,0.0,2.0,1.0,1
2025-10-28,1,10,1,44,4.0,4.0,1.5,0.8333333333333334,0.0,4.0,4.714285714285714,5.63888888888889,12.988095238095237,10.0,1.0000000000000002,0.0,1.0,33.0,-0.25354691345955954,-0.9673230911516227,-0.8660254037844386,0.5000000000000001,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-10-29,1,10,2,44,7.0,5.833333333333337,1.7500000000000018,0.7569444444444443,0.0,5.666666666666667,4.714285714285714,6.916666666666669,9.714285714285714,5.0,0.5000000000000008,0.0,2.0,33.0,-0.24373592032111008,-0.9698416371476436,-0.8660254037844386,0.5000000000000001,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-10-30,1,10,3,44,0.0,0.0,0.0,1.0,0.0,3.6666666666666665,3.857142857142857,3.27777777777778,7.476190476190477,2.0,-2.0000000000000004,1.0,3.0,27.0,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-10-31,1,10,4,44,0.0,0.0,0.0,1.0,0.0,2.3333333333333335,3.2857142857142856,1.9444444444444466,7.059523809523811,2.0,-3.5,2.0,4.0,23.0,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
